Filename,Year,Month,Date,Description,Type of Notice,Nr. of Repos Affected,Mass Removal,Frequent
2015-09-06-taudiovolume.md,2015,09,06,taudiovolume.md,Takedown,1,,
2015-09-08-FontData-2.md,2015,09,08,FontData-2.md,Takedown,1,,
2015-09-08-FontData-3.md,2015,09,08,FontData-3.md,Takedown,1,,
2015-09-08-FontData-4.md,2015,09,08,FontData-4.md,Takedown,1,,
2015-09-08-FontData-5.md,2015,09,08,FontData-5.md,Takedown,1,,
2015-09-08-FontData-6.md,2015,09,08,FontData-6.md,Takedown,1,,
2015-09-08-FontData-7.md,2015,09,08,FontData-7.md,Takedown,1,,
2015-09-08-FontData-8.md,2015,09,08,FontData-8.md,Takedown,1,,
2015-09-08-FontData-9.md,2015,09,08,FontData-9.md,Takedown,0,,
2015-09-08-FontData-10.md,2015,09,08,FontData-10.md,Takedown,1,,
2015-09-08-FontData-11.md,2015,09,08,FontData-11.md,Takedown,1,,
2015-09-08-FontData-12.md,2015,09,08,FontData-12.md,Takedown,1,,
2015-09-08-FontData-13.md,2015,09,08,FontData-13.md,Takedown,1,,
2015-09-08-FontData-14.md,2015,09,08,FontData-14.md,Takedown,1,,
2015-09-08-FontData-15.md,2015,09,08,FontData-15.md,Takedown,1,,
2015-09-08-FontData-16.md,2015,09,08,FontData-16.md,Takedown,1,,
2015-09-08-FontData-17.md,2015,09,08,FontData-17.md,Takedown,1,,
2015-09-08-FontData-18.md,2015,09,08,FontData-18.md,Takedown,1,,
2015-09-08-FontData-19.md,2015,09,08,FontData-19.md,Takedown,1,,
2015-09-08-FontData-20.md,2015,09,08,FontData-20.md,Takedown,1,,
2015-09-08-FontData-21.md,2015,09,08,FontData-21.md,Takedown,1,,
2015-09-08-FontData-22.md,2015,09,08,FontData-22.md,Takedown,0,,
2015-09-08-FontData,2015,09,08,FontData,Takedown,1,,
2015-09-09-ahri,2015,09,09,ahri,Takedown,9,,
2015-09-09-Pluralsight,2015,09,09,Pluralsight,Takedown,1,,
2015-09-09-Tecnick,2015,09,09,Tecnick,Takedown,70,,70
2015-09-10-wpecommerce,2015,09,10,wpecommerce,Takedown,1,,
2015-09-14-Pooductive,2015,09,14,Pooductive,Takedown,1,,
2015-09-14-UCSD,2015,09,14,UCSD,Takedown,1,,1
2015-09-14-wpecommerce-counter,2015,09,14,wpecommerce-counter,Counter Notice,1,,
2015-09-14-wpviralquiz,2015,09,14,wpviralquiz,Takedown,1,,
2015-09-15-ALM,2015,09,15,ALM,Takedown,1,,
2015-09-16-ingeniousgaming,2015,09,16,ingeniousgaming,Takedown,1,,
2015-09-16-waylaydesign,2015,09,16,waylaydesign,Takedown,1,,
2015-09-21-Avid,2015,09,21,Avid,Takedown,1,,
2015-09-21-CMS,2015,09,21,CMS,Takedown,2,,
2015-09-21-fifthfreedom.md,2015,09,21,fifthfreedom.md,Takedown,1,,
2015-09-21-Scriptolution.md,2015,09,21,Scriptolution.md,Takedown,1,,
2015-09-21-Uber.md,2015,09,21,Uber.md,Takedown,1,,
2015-09-22-jetbrains.md,2015,09,22,jetbrains.md,Takedown,500,500,
2015-09-22-Medidata.md,2015,09,22,Medidata.md,Takedown,1,,
2015-09-22-wahoo.md,2015,09,22,wahoo.md,Takedown,13,,
2015-09-23-VibeMedia.md,2015,09,23,VibeMedia.md,Takedown,1,,
2015-09-24-wahoo-retraction.md,2015,09,24,wahoo-retraction.md,Retraction,13,,
2015-09-25-Vibe.md,2015,09,25,Vibe.md,Takedown,1,,
2015-09-26-LeadCliq.md,2015,09,26,LeadCliq.md,Takedown,2,,
2015-09-26-newebuy.md,2015,09,26,newebuy.md,Takedown,5064,5064,
2015-09-28-Outfit7-2.md,2015,09,28,Outfit7-2.md,Takedown,10,,10
2015-09-28-Outfit7.md,2015,09,28,Outfit7.md,Takedown,10,,10
2015-09-28-tappiGroup.md,2015,09,28,tappiGroup.md,Takedown,1,,
2015-09-28-UniversityOfVictoria.md,2015,09,28,UniversityOfVictoria.md,Takedown,1,,
2015-09-29-icedevel.md,2015,09,29,icedevel.md,Takedown,1,,
2015-09-29-mapanet.md,2015,09,29,mapanet.md,Takedown,1,,
2015-09-29-Outfit7.md,2015,09,29,Outfit7.md,Takedown,8,,8
2015-09-29-Suning.md,2015,09,29,Suning.md,Takedown,1,,1
2015-09-29-Suning2.md,2015,09,29,Suning2.md,Takedown,22,,22
2015-09-30-beepia.md,2015,09,30,beepia.md,Takedown,1,,
2015-09-30-Suning.md,2015,09,30,Suning.md,Takedown,63,,63
2015-09-30-Suning2.md,2015,09,30,Suning2.md,Takedown,5,,5
2015-10-01-CodeForage.md,2015,10,01,CodeForage.md,Takedown,1,,
2015-10-01-MMD4Mecanim.md,2015,10,01,MMD4Mecanim.md,Takedown,2,,
2015-10-01-Suning.md,2015,10,01,Suning.md,Takedown,80,,80
2015-10-01-Suning2.md,2015,10,01,Suning2.md,Takedown,52,,52
2015-10-02-Blizzard.md,2015,10,02,Blizzard.md,Takedown,1,,
2015-10-02-Intel.md,2015,10,02,Intel.md,Takedown,1,,
2015-10-02-Suning.md,2015,10,02,Suning.md,Takedown,1,,1
2015-10-02-UCSD.md,2015,10,02,UCSD.md,Takedown,1,,1
2015-10-04-Adobe.md,2015,10,04,Adobe.md,Takedown,1,,1
2015-10-04-jetbrains-counternotice.md,2015,10,04,jetbrains-counternotice.md,Counter Notice,1,,
2015-10-04-suning.md,2015,10,04,suning.md,Takedown,328,328,328
2015-10-05-Suning.md,2015,10,05,Suning.md,Takedown,1,,1
2015-10-06-isometric-toolkit.md,2015,10,06,isometric-toolkit.md,Takedown,1,,
2015-10-06-mazumalabs.md,2015,10,06,mazumalabs.md,Takedown,1,,
2015-10-06-Pottermore.md,2015,10,06,Pottermore.md,Takedown,1,,
2015-10-07-UCSD.md,2015,10,07,UCSD.md,Takedown,2,,2
2015-10-09-UCSD.md,2015,10,09,UCSD.md,Takedown,1,,1
2015-10-09-XyCraft.md,2015,10,09,XyCraft.md,Takedown,1,,
2015-10-12-CloudExpress.md,2015,10,12,CloudExpress.md,Takedown,3,,
2015-10-12-Suning.md,2015,10,12,Suning.md,Takedown,102,102,102
2015-10-13-Adobe.md,2015,10,13,Adobe.md,Takedown,3,,3
2015-10-13-EDEN.md,2015,10,13,EDEN.md,Takedown,1,,
2015-10-14-NielsenNelson.md,2015,10,14,NielsenNelson.md,Takedown,1,,
2015-10-15-Jetbrains-Counternotice.md,2015,10,15,Jetbrains-Counternotice.md,Counter Notice,1,,
2015-10-15-JRebel.md,2015,10,15,JRebel.md,Takedown,1,,
2015-10-16-magento.md,2015,10,16,magento.md,Takedown,7,,
2015-10-19-CerebroTarget.md,2015,10,19,CerebroTarget.md,Takedown,1,,
2015-10-20-BeardedManStudios.md,2015,10,20,BeardedManStudios.md,Takedown,1,,
2015-10-20-Microsoft-OSG.md,2015,10,20,Microsoft-OSG.md,Takedown,1,,1
2015-10-20-Telstra.md,2015,10,20,Telstra.md,Takedown,1,,
2015-10-21-CerebroTarget.md,2015,10,21,CerebroTarget.md,Takedown,1,,
2015-10-21-Telstra-2.md,2015,10,21,Telstra-2.md,Takedown,1,,
2015-10-21-Telstra-3.md,2015,10,21,Telstra-3.md,Takedown,1,,
2015-10-21-Telstra.md,2015,10,21,Telstra.md,Takedown,2,,
2015-10-22-MCS-4.md,2015,10,22,MCS-4.md,Takedown,1,,
2015-10-22-Telstra-retraction.md,2015,10,22,Telstra-retraction.md,Retraction,2,,
2015-10-22-TransparentPropertiesInc.md,2015,10,22,TransparentPropertiesInc.md,Takedown,1,,
2015-10-23-Dachuwang.md,2015,10,23,Dachuwang.md,Takedown,8,,
2015-10-23-SimonSchuster.md,2015,10,23,SimonSchuster.md,Takedown,1,,
2015-10-26-stereoarts.md,2015,10,26,stereoarts.md,Takedown,1,,1
2015-10-27-EIMS.md,2015,10,27,EIMS.md,Takedown,1,,
2015-10-27-Python-iview.md,2015,10,27,Python-iview.md,Takedown,1,,
2015-10-27-Stereoarts.md,2015,10,27,Stereoarts.md,Takedown,13,,13
2015-11-01-Grillitype.md,2015,11,01,Grillitype.md,Takedown,1,,
2015-11-01-Jetbrains-Counternotice.md,2015,11,01,Jetbrains-Counternotice.md,Counter Notice,1,,
2015-11-02-infiSTAR.md,2015,11,02,infiSTAR.md,Takedown,1,,
2015-11-02-NAGRA.md,2015,11,02,NAGRA.md,Takedown,1,,
2015-11-02-OneUI.md,2015,11,02,OneUI.md,Takedown,3,,
2015-11-02-OReilly.md,2015,11,02,OReilly.md,Takedown,1,,
2015-11-04-Adobe.md,2015,11,04,Adobe.md,Takedown,3,,3
2015-11-04-Alliance.md,2015,11,04,Alliance.md,Takedown,1,,
2015-11-04-Atlas.md,2015,11,04,Atlas.md,Takedown,1,,
2015-11-04-newmirai.md,2015,11,04,newmirai.md,Takedown,1,,
2015-11-05-Gwent.md,2015,11,05,Gwent.md,Takedown,29,,
2015-11-05-Timetastic.md,2015,11,05,Timetastic.md,Takedown,1,,
2015-11-09-Broadcom.md,2015,11,09,Broadcom.md,Takedown,1,,
2015-11-09-codility.md,2015,11,09,codility.md,Takedown,1,,1
2015-11-09-Fidelity.md,2015,11,09,Fidelity.md,Takedown,1,,
2015-11-09-Kanji.md,2015,11,09,Kanji.md,Takedown,1,,
2015-11-09-RandomHouse.md,2015,11,09,RandomHouse.md,Takedown,1,,
2015-11-10-QingtingFM.md,2015,11,10,QingtingFM.md,Takedown,1,,
2015-11-10-SHOPXX-2.md,2015,11,10,SHOPXX-2.md,Takedown,13,,13
2015-11-10-SHOPXX.md,2015,11,10,SHOPXX.md,Takedown,2,,2
2015-11-11-Brightergy.md,2015,11,11,Brightergy.md,Takedown,2,,
2015-11-11-Codility.md,2015,11,11,Codility.md,Takedown,3,,3
2015-11-11-GigaGet.md,2015,11,11,GigaGet.md,Takedown,1,,
2015-11-11-Limilabs.md,2015,11,11,Limilabs.md,Takedown,1,,
2015-11-12-partio.md,2015,11,12,partio.md,Takedown,1,,
2015-11-13-Weibo.md,2015,11,13,Weibo.md,Takedown,1,,
2015-11-17-Adobe.md,2015,11,17,Adobe.md,Takedown,20,,20
2015-11-17-HeavenApps.md,2015,11,17,HeavenApps.md,Takedown,1,,
2015-11-17-McGrawHill.md,2015,11,17,McGrawHill.md,Takedown,1,,
2015-11-18-HarperCollins.md,2015,11,18,HarperCollins.md,Takedown,1,,
2015-11-18-ToontownStride.md,2015,11,18,ToontownStride.md,Takedown,3,,
2015-11-19-Spigot.md,2015,11,19,Spigot.md,Takedown,1,,
2015-11-19-Stereoarts.md,2015,11,19,Stereoarts.md,Takedown,1,,1
2015-11-23-Bilibili.md,2015,11,23,Bilibili.md,Takedown,1,,
2015-11-23-HiveMQ.md,2015,11,23,HiveMQ.md,Takedown,1,,
2015-11-23-IEC.md,2015,11,23,IEC.md,Takedown,1,,
2015-11-23-Pottermore.md,2015,11,23,Pottermore.md,Takedown,1,,
2015-11-23-ToontownStride-CounterNotice.md,2015,11,23,ToontownStride-CounterNotice.md,Counter Notice,1,,
2015-11-24-Placespeak.md,2015,11,24,Placespeak.md,Takedown,1,,
2015-11-30-Penguin.md,2015,11,30,Penguin.md,Takedown,1,,
2015-11-30-TextMeshPro.md,2015,11,30,TextMeshPro.md,Takedown,1,,
2015-11-30-U8SDK.md,2015,11,30,U8SDK.md,Takedown,5,,
2015-12-01-Adobe.md,2015,12,01,Adobe.md,Takedown,1,,1
2015-12-01-Beardev.md,2015,12,01,Beardev.md,Takedown,3,,
2015-12-01-Exchange2013PreReq.md,2015,12,01,Exchange2013PreReq.md,Takedown,1,,
2015-12-01-Nezibo.md,2015,12,01,Nezibo.md,Takedown,1,,
2015-12-01-RightHere.md,2015,12,01,RightHere.md,Takedown,1,,
2015-12-02-StormHBase.md,2015,12,02,StormHBase.md,Takedown,1,,
2015-12-03-Codility.md,2015,12,03,Codility.md,Takedown,2,,2
2015-12-03-King.md,2015,12,03,King.md,Takedown,1,,
2015-12-03-Magento.md,2015,12,03,Magento.md,Takedown,5,,
2015-12-03-MyAuctionCreator.md,2015,12,03,MyAuctionCreator.md,Takedown,1,,
2015-12-03-Qualcomm.md,2015,12,03,Qualcomm.md,Takedown,1,,1
2015-12-04-Async-CounterNotice.md,2015,12,04,Async-CounterNotice.md,Counter Notice,1,,
2015-12-04-Async.md,2015,12,04,Async.md,Takedown,15,,
2015-12-07-KKPlayer.md,2015,12,07,KKPlayer.md,Takedown,1,,
2015-12-07-Roboreus.md,2015,12,07,Roboreus.md,Takedown,1,,
2015-12-07-UCSD.md,2015,12,07,UCSD.md,Takedown,2,,2
2015-12-07-Zhe800.md,2015,12,07,Zhe800.md,Takedown,1,,
2015-12-08-JapanCreativeContentsAlliance.md,2015,12,08,JapanCreativeContentsAlliance.md,Takedown,1,,
2015-12-08-Jetbrains-Counternotice.md,2015,12,08,Jetbrains-Counternotice.md,Counter Notice,1,,
2015-12-10-Ambarella.md,2015,12,10,Ambarella.md,Takedown,1,,
2015-12-10-StereoArts.md,2015,12,10,StereoArts.md,Takedown,1,,1
2015-12-11-CoinGateway-Counternotice.md,2015,12,11,CoinGateway-Counternotice.md,Counter Notice,1,,
2015-12-11-U8SDK.md,2015,12,11,U8SDK.md,Takedown,4,,
2015-12-14-Ambarella.md,2015,12,14,Ambarella.md,Takedown,4,,
2015-12-14-Suning.md,2015,12,14,Suning.md,Takedown,128,128,128
2015-12-14-WSNProj.md,2015,12,14,WSNProj.md,Takedown,1,,
2015-12-15-Cheuschober.md,2015,12,15,Cheuschober.md,Takedown,1,,
2015-12-15-KKPlayer.md,2015,12,15,KKPlayer.md,Takedown,5,,
2015-12-15-Zhe800.md,2015,12,15,Zhe800.md,Takedown,2,,
2015-12-16-Ambarella.md,2015,12,16,Ambarella.md,Takedown,13,,
2015-12-16-BookingPal.md,2015,12,16,BookingPal.md,Takedown,1,,
2015-12-16-PragmataPro.md,2015,12,16,PragmataPro.md,Takedown,1,,
2015-12-18-SHOPXX.md,2015,12,18,SHOPXX.md,Takedown,2,,2
2015-12-18-VSCO.md,2015,12,18,VSCO.md,Takedown,1,,
2015-12-18-Waitrose.md,2015,12,18,Waitrose.md,Takedown,1,,
2015-12-20-Codility.md,2015,12,20,Codility.md,Takedown,1,,1
2015-12-21-PragmataPro.md,2015,12,21,PragmataPro.md,Takedown,16,,
2015-12-21-U8SDK.md,2015,12,21,U8SDK.md,Takedown,7,,
2015-12-24-EIS.md,2015,12,24,EIS.md,Takedown,1,,
2015-12-24-GOKE.md,2015,12,24,GOKE.md,Takedown,1,,
2015-12-24-Qualcomm.md,2015,12,24,Qualcomm.md,Takedown,1,,1
2015-12-25-Shop.md,2015,12,25,Shop.md,Takedown,1,,1
2015-12-25-Synchronoss.md,2015,12,25,Synchronoss.md,Takedown,1,,
2015-12-26-Qualcomm.md,2015,12,26,Qualcomm.md,Takedown,1,,1
2015-12-28-guru99.md,2015,12,28,guru99.md,Takedown,1,,
2015-12-28-Qualcomm.md,2015,12,28,Qualcomm.md,Takedown,1,,1
2015-12-29-XimalayaFM.md,2015,12,29,XimalayaFM.md,Takedown,1,,
2015-12-30-Codility.md,2015,12,30,Codility.md,Takedown,1,,1
2015-12-30-DiscordClientModding.md,2015,12,30,DiscordClientModding.md,Takedown,1,,
2015-12-30-SteamTrader.md,2015,12,30,SteamTrader.md,Takedown,1,,
