Filename,Year,Month,Date,Description,Type of Notice,Nr. of Repos Affected
2017-05-01-HuffingtonPost.md,2017,05,01,HuffingtonPost.md,Takedown,1
2017-05-02-BuildingMobileApps.md,2017,05,02,BuildingMobileApps.md,Takedown,1
2017-05-02-GatherOnline.md,2017,05,02,GatherOnline.md,Takedown,1
2017-05-02-Hostbill.md,2017,05,02,Hostbill.md,Takedown,1
2017-05-02-HoughtonMifflin.md,2017,05,02,HoughtonMifflin.md,Takedown,1
2017-05-02-OxfordUniversityPress.md,2017,05,02,OxfordUniversityPress.md,Takedown,1
2017-05-02-RandomHouse.md,2017,05,02,RandomHouse.md,Takedown,1
2017-05-03-Personagraph.md,2017,05,03,Personagraph.md,Takedown,1
2017-05-03-PulsarEffect-counternotice.md,2017,05,03,PulsarEffect-counternotice.md,Counter Notice,1
2017-05-04-BTP.md,2017,05,04,BTP.md,Takedown,1
2017-05-04-CCVA.md,2017,05,04,CCVA.md,Takedown,1
2017-05-04-Cengage.md,2017,05,04,Cengage.md,Takedown,3
2017-05-04-FantasyFlight.md,2017,05,04,FantasyFlight.md,Takedown,1
2017-05-04-Flynax.md,2017,05,04,Flynax.md,Takedown,1
2017-05-04-HanLP.md,2017,05,04,HanLP.md,Takedown,1
2017-05-04-HashC.md,2017,05,04,HashC.md,Takedown,1
2017-05-04-Pearson.md,2017,05,04,Pearson.md,Takedown,4
2017-05-04-StereoArts-2.md,2017,05,04,StereoArts-2.md,Takedown,1
2017-05-04-StereoArts.md,2017,05,04,StereoArts.md,Takedown,1
2017-05-06-enbac.md,2017,05,06,enbac.md,Takedown,1
2017-05-08-Cengage.md,2017,05,08,Cengage.md,Takedown,2
2017-05-08-emoji-picker.md,2017,05,08,emoji-picker.md,Takedown,1
2017-05-09-Attributor.md,2017,05,09,Attributor.md,Takedown,1
2017-05-09-DiscordSelfbot.md,2017,05,09,DiscordSelfbot.md,Takedown,1
2017-05-09-DKUK.md,2017,05,09,DKUK.md,Takedown,3
2017-05-09-Pearson.md,2017,05,09,Pearson.md,Takedown,1
2017-05-09-RandomHouse.md,2017,05,09,RandomHouse.md,Takedown,1
2017-05-09-RTOS.md,2017,05,09,RTOS.md,Takedown,1
2017-05-10-emoji-picker.md,2017,05,10,emoji-picker.md,Takedown,1
2017-05-10-HelloFresh.md,2017,05,10,HelloFresh.md,Takedown,2
2017-05-10-Jetbrains.md,2017,05,10,Jetbrains.md,Takedown,117
2017-05-10-PermaWeapons.md,2017,05,10,PermaWeapons.md,Takedown,1
2017-05-11-Attributor-2.md,2017,05,11,Attributor-2.md,Takedown,1
2017-05-11-Attributor.md,2017,05,11,Attributor.md,Takedown,1
2017-05-11-Jiufu.md,2017,05,11,Jiufu.md,Takedown,1
2017-05-11-Mobiscroll.md,2017,05,11,Mobiscroll.md,Takedown,2
2017-05-11-NCL.md,2017,05,11,NCL.md,Takedown,1
2017-05-11-UniversityofWaterloo.md,2017,05,11,UniversityofWaterloo.md,Takedown,1
2017-05-15-AHUD.md,2017,05,15,AHUD.md,Takedown,1
2017-05-15-Amdocs.md,2017,05,15,Amdocs.md,Takedown,1
2017-05-15-BurpSuite.md,2017,05,15,BurpSuite.md,Takedown,1
2017-05-15-Jiufu.md,2017,05,15,Jiufu.md,Takedown,1
2017-05-15-Koodimasin.md,2017,05,15,Koodimasin.md,Takedown,1
2017-05-15-Magento2.md,2017,05,15,Magento2.md,Takedown,1
2017-05-15-ManyTutors.md,2017,05,15,ManyTutors.md,Takedown,1
2017-05-15-Pearson.md,2017,05,15,Pearson.md,Takedown,3
2017-05-15-Penguin-2.md,2017,05,15,Penguin-2.md,Takedown,1
2017-05-15-Penguin.md,2017,05,15,Penguin.md,Takedown,1
2017-05-15-Stereoarts.md,2017,05,15,Stereoarts.md,Takedown,1
2017-05-15-TBN-Plex.md,2017,05,15,TBN-Plex.md,Takedown,2
2017-05-15-TemplateMonster.md,2017,05,15,TemplateMonster.md,Takedown,1
2017-05-16-Oxford.md,2017,05,16,Oxford.md,Takedown,1
2017-05-16-Panic.md,2017,05,16,Panic.md,Takedown,1
2017-05-16-Penguin.md,2017,05,16,Penguin.md,Takedown,1
2017-05-16-Platzi.md,2017,05,16,Platzi.md,Takedown,1
2017-05-16-Random-House-2.md,2017,05,16,Random-House-2.md,Takedown,1
2017-05-16-Random-House-3.md,2017,05,16,Random-House-3.md,Takedown,1
2017-05-16-Random-House-4.md,2017,05,16,Random-House-4.md,Takedown,1
2017-05-16-Random-House.md,2017,05,16,Random-House.md,Takedown,2
2017-05-16-WarLight.md,2017,05,16,WarLight.md,Takedown,1
2017-05-17-CalorieCloud.md,2017,05,17,CalorieCloud.md,Takedown,1
2017-05-17-jhhb-mathtype.md,2017,05,17,jhhb-mathtype.md,Takedown,1
2017-05-17-Oxford.md,2017,05,17,Oxford.md,Takedown,1
2017-05-17-TBN-Plex-Counternotice-2.md,2017,05,17,TBN-Plex-Counternotice-2.md,Counter Notice,1
2017-05-17-TBN-Plex-Counternotice.md,2017,05,17,TBN-Plex-Counternotice.md,Counter Notice,1
2017-05-17-Touchcloud.md,2017,05,17,Touchcloud.md,Takedown,1
2017-05-18-DeeperSystems.md,2017,05,18,DeeperSystems.md,Takedown,1
2017-05-18-GeorgiaTech.md,2017,05,18,GeorgiaTech.md,Takedown,1
2017-05-18-Nette.md,2017,05,18,Nette.md,Takedown,1
2017-05-19-amocrm.md,2017,05,19,amocrm.md,Takedown,1
2017-05-19-BeyondYoga.md,2017,05,19,BeyondYoga.md,Takedown,2
2017-05-19-Hangzhou-DPTech.md,2017,05,19,Hangzhou-DPTech.md,Takedown,4
2017-05-19-ShopWeb.md,2017,05,19,ShopWeb.md,Takedown,1
2017-05-19-Zoomtivity.md,2017,05,19,Zoomtivity.md,Takedown,1
2017-05-22-Attributor.md,2017,05,22,Attributor.md,Takedown,5
2017-05-22-Cengage.md,2017,05,22,Cengage.md,Takedown,1
2017-05-22-ChengduPinguoTechCo.md,2017,05,22,ChengduPinguoTechCo.md,Takedown,2
2017-05-22-DKUK.md,2017,05,22,DKUK.md,Takedown,1
2017-05-22-NPOArai.md,2017,05,22,NPOArai.md,Takedown,1
2017-05-22-PacktPub.md,2017,05,22,PacktPub.md,Takedown,1
2017-05-22-PenguinUK.md,2017,05,22,PenguinUK.md,Takedown,1
2017-05-22-RandomHouseUK.md,2017,05,22,RandomHouseUK.md,Takedown,1
2017-05-22-WarLight-Counternotice.md,2017,05,22,WarLight-Counternotice.md,Counter Notice,1
2017-05-22-WellsFargo.md,2017,05,22,WellsFargo.md,Takedown,1
2017-05-23-ABP.md,2017,05,23,ABP.md,Takedown,9
2017-05-23-Jetbrains-2.md,2017,05,23,Jetbrains-2.md,Takedown,33
2017-05-23-Jetbrains.md,2017,05,23,Jetbrains.md,Takedown,60
2017-05-23-LendingClub.md,2017,05,23,LendingClub.md,Takedown,1
2017-05-23-Pearson.md,2017,05,23,Pearson.md,Takedown,1
2017-05-23-QXWZ.md,2017,05,23,QXWZ.md,Takedown,1
2017-05-24-Attributor.md,2017,05,24,Attributor.md,Takedown,2
2017-05-25-MicrosoftWindows.md,2017,05,25,MicrosoftWindows.md,Takedown,1
2017-05-25-MSWindows.md,2017,05,25,MSWindows.md,Takedown,1
2017-05-25-Penguin.md,2017,05,25,Penguin.md,Takedown,1
2017-05-25-Pinnect.md,2017,05,25,Pinnect.md,Takedown,1
2017-05-25-Wipro.md,2017,05,25,Wipro.md,Takedown,1
2017-05-28-FreeRoam.md,2017,05,28,FreeRoam.md,Takedown,1
2017-05-28-Unity.md,2017,05,28,Unity.md,Takedown,1
2017-05-29-amocrm-Counternotice.md,2017,05,29,amocrm-Counternotice.md,Counter Notice,1
2017-05-29-Attributor-2.md,2017,05,29,Attributor-2.md,Takedown,1
2017-05-29-Attributor.md,2017,05,29,Attributor.md,Takedown,4
2017-05-29-Minecraft.md,2017,05,29,Minecraft.md,Takedown,1
2017-05-29-Oxford.md,2017,05,29,Oxford.md,Takedown,1
2017-05-29-Penguin.md,2017,05,29,Penguin.md,Takedown,1
2017-05-29-VDM.md,2017,05,29,VDM.md,Takedown,1
2017-05-29-WellsFargo.md,2017,05,29,WellsFargo.md,Takedown,1
2017-05-29-Wipro.md,2017,05,29,Wipro.md,Takedown,2
2017-05-30-Attributor.md,2017,05,30,Attributor.md,Takedown,3
2017-05-30-Cengage.md,2017,05,30,Cengage.md,Takedown,1
2017-05-30-Pearson.md,2017,05,30,Pearson.md,Takedown,1
2017-05-30-Penguin.md,2017,05,30,Penguin.md,Takedown,1
2017-05-30-Random-House.md,2017,05,30,Random-House.md,Takedown,2
2017-05-31-Attributor.md,2017,05,31,Attributor.md,Takedown,1
2017-05-31-Brandscopic.md,2017,05,31,Brandscopic.md,Takedown,2
2017-05-31-PyPod.md,2017,05,31,PyPod.md,Takedown,1
2017-06-01-hyper.md,2017,06,01,hyper.md,Takedown,1
2017-06-02-Chachani.md,2017,06,02,Chachani.md,Takedown,4
2017-06-02-MiBandTools.md,2017,06,02,MiBandTools.md,Takedown,1
2017-06-05-Borderless-Gaming.md,2017,06,05,Borderless-Gaming.md,Takedown,1
2017-06-05-Cengage.md,2017,06,05,Cengage.md,Takedown,1
2017-06-05-GL-Wand.md,2017,06,05,GL-Wand.md,Takedown,1
2017-06-05-lambda-responsive.md,2017,06,05,lambda-responsive.md,Takedown,1
2017-06-05-Minecraft.md,2017,06,05,Minecraft.md,Takedown,1
2017-06-05-Nyra.md,2017,06,05,Nyra.md,Takedown,1
2017-06-05-Penguin-RandomHouse.md,2017,06,05,Penguin-RandomHouse.md,Takedown,1
2017-06-05-RandomHouse.md,2017,06,05,RandomHouse.md,Takedown,1
2017-06-05-Wipro.md,2017,06,05,Wipro.md,Takedown,1
2017-06-07-emoji-picker.md,2017,06,07,emoji-picker.md,Takedown,1
2017-06-07-Odoo.md,2017,06,07,Odoo.md,Takedown,1
2017-06-07-ParadoxLabs.md,2017,06,07,ParadoxLabs.md,Takedown,1
2017-06-07-yCopp.md,2017,06,07,yCopp.md,Takedown,1
2017-06-08-Borderless-Gaming-Retraction.md,2017,06,08,Borderless-Gaming-Retraction.md,Retraction,1
2017-06-08-BurpSuite.md,2017,06,08,BurpSuite.md,Takedown,1
2017-06-08-libtachograph.md,2017,06,08,libtachograph.md,Takedown,1
2017-06-08-Pearson.md,2017,06,08,Pearson.md,Takedown,1
2017-06-08-Random-House.md,2017,06,08,Random-House.md,Takedown,1
2017-06-09-Chachani.md,2017,06,09,Chachani.md,Takedown,11
2017-06-09-Mobiscroll.md,2017,06,09,Mobiscroll.md,Takedown,6
2017-06-09-Packt.md,2017,06,09,Packt.md,Takedown,1
2017-06-09-TI.md,2017,06,09,TI.md,Takedown,1
2017-06-12-Chachani-counternotice.md,2017,06,12,Chachani-counternotice.md,Counter Notice,1
2017-06-12-EssentialModeBase.md,2017,06,12,EssentialModeBase.md,Takedown,1
2017-06-12-RandomHouseUK.md,2017,06,12,RandomHouseUK.md,Takedown,1
2017-06-13-ClashOfClans.md,2017,06,13,ClashOfClans.md,Takedown,1
2017-06-13-OSU.md,2017,06,13,OSU.md,Takedown,1
2017-06-13-PixelMagic.md,2017,06,13,PixelMagic.md,Takedown,4
2017-06-13-Stereoarts.md,2017,06,13,Stereoarts.md,Takedown,1
2017-06-13-StraightNorth.md,2017,06,13,StraightNorth.md,Takedown,1
2017-06-13-Wraith.md,2017,06,13,Wraith.md,Takedown,1
2017-06-13-yCopp.md,2017,06,13,yCopp.md,Takedown,3
2017-06-14-Mobiscroll.md,2017,06,14,Mobiscroll.md,Takedown,3
2017-06-14-Mojang.md,2017,06,14,Mojang.md,Takedown,2
2017-06-14-Penguin.md,2017,06,14,Penguin.md,Takedown,1
2017-06-14-SteamCardBot.md,2017,06,14,SteamCardBot.md,Takedown,1
2017-06-14-Xperi.md,2017,06,14,Xperi.md,Takedown,75
2017-06-15-Adobe.md,2017,06,15,Adobe.md,Takedown,1
2017-06-15-CCP.md,2017,06,15,CCP.md,Takedown,1
2017-06-15-Jetbrains.md,2017,06,15,Jetbrains.md,Takedown,17
2017-06-15-Microsoft.md,2017,06,15,Microsoft.md,Takedown,2
2017-06-15-MJFreeway.md,2017,06,15,MJFreeway.md,Takedown,1
2017-06-15-Penguin.md,2017,06,15,Penguin.md,Takedown,1
2017-06-15-RandomHouse.md,2017,06,15,RandomHouse.md,Takedown,1
2017-06-16-Attributor.md,2017,06,16,Attributor.md,Takedown,4
2017-06-16-Citigroup.md,2017,06,16,Citigroup.md,Takedown,1
2017-06-16-Flask.md,2017,06,16,Flask.md,Takedown,23
2017-06-16-RandomHouse.md,2017,06,16,RandomHouse.md,Takedown,1
2017-06-16-Runelite.md,2017,06,16,Runelite.md,Takedown,2
2017-06-16-Stereoarts.md,2017,06,16,Stereoarts.md,Takedown,1
2017-06-19-BurpSuite.md,2017,06,19,BurpSuite.md,Takedown,33
2017-06-19-Cengage.md,2017,06,19,Cengage.md,Takedown,1
2017-06-19-CrooklynClan.md,2017,06,19,CrooklynClan.md,Takedown,1
2017-06-19-DoubleJump.md,2017,06,19,DoubleJump.md,Takedown,1
2017-06-19-NihonAdSystems.md,2017,06,19,NihonAdSystems.md,Takedown,1
2017-06-19-Pearson.md,2017,06,19,Pearson.md,Takedown,2
2017-06-19-Penguin-Random-House.md,2017,06,19,Penguin-Random-House.md,Takedown,1
2017-06-19-Pragmatic-Programmers.md,2017,06,19,Pragmatic-Programmers.md,Takedown,2
2017-06-19-ProUI.md,2017,06,19,ProUI.md,Takedown,1
2017-06-19-SiamBooks.md,2017,06,19,SiamBooks.md,Takedown,1
2017-06-20-AIAA.md,2017,06,20,AIAA.md,Takedown,1
2017-06-20-Asurion-1.md,2017,06,20,Asurion-1.md,Takedown,1
2017-06-20-Asurion.md,2017,06,20,Asurion.md,,Duplicate
2017-06-20-MiBandTools-Counter-Notice.md,2017,06,20,MiBandTools-Counter-Notice.md,Counter Notice,1
2017-06-20-Recon-Dog.md,2017,06,20,Recon-Dog.md,Takedown,1
2017-06-20-Stereoarts-2.md,2017,06,20,Stereoarts-2.md,Takedown,1
2017-06-20-Stereoarts.md,2017,06,20,Stereoarts.md,Takedown,1
2017-06-21-ProUI-2.md,2017,06,21,ProUI-2.md,Takedown,1
2017-06-21-ProUI.md,2017,06,21,ProUI.md,Takedown,1
2017-06-21-RandomHouse.md,2017,06,21,RandomHouse.md,Takedown,1
2017-06-21-RandomHouse2.md,2017,06,21,RandomHouse2.md,,Duplicate
2017-06-21-RandomHouseUK.md,2017,06,21,RandomHouseUK.md,Takedown,1
2017-06-22-Nintendo.md,2017,06,22,Nintendo.md,Takedown,1
2017-06-22-Ostep.md,2017,06,22,Ostep.md,Takedown,1
2017-06-22-Ragnarok.md,2017,06,22,Ragnarok.md,Takedown,1
2017-06-23-CreativeHub.md,2017,06,23,CreativeHub.md,Takedown,1
2017-06-23-Jetbrains.md,2017,06,23,Jetbrains.md,Takedown,8
2017-06-23-Kiss.md,2017,06,23,Kiss.md,Takedown,1
2017-06-23-KLdotcom.md,2017,06,23,KLdotcom.md,Takedown,1
2017-06-23-Shanghai Haihuan.md,2017,06,23,Shanghai Haihuan.md,Takedown,3
2017-06-23-Tweeter.md,2017,06,23,Tweeter.md,Takedown,2
2017-06-26-Aporia.md,2017,06,26,Aporia.md,Takedown,1
2017-06-26-Article.md,2017,06,26,Article.md,Takedown,?
2017-06-26-BOA.md,2017,06,26,BOA.md,Takedown,1
2017-06-26-Bonnier.md,2017,06,26,Bonnier.md,Takedown,2
2017-06-26-NihonAdSystems-2.md,2017,06,26,NihonAdSystems-2.md,Takedown,1
2017-06-26-NihonAdSystems-3.md,2017,06,26,NihonAdSystems-3.md,Takedown,1
2017-06-26-NihonAdSystems-4.md,2017,06,26,NihonAdSystems-4.md,Takedown,1
2017-06-26-NihonAdSystems-5.md,2017,06,26,NihonAdSystems-5.md,Takedown,1
2017-06-26-NihonAdSystems.md,2017,06,26,NihonAdSystems.md,,Duplicate
2017-06-26-Penguin-UK.md,2017,06,26,Penguin-UK.md,Takedown,1
2017-06-26-Random-House.md,2017,06,26,Random-House.md,Takedown,1
2017-06-26-Springer.md,2017,06,26,Springer.md,Takedown,1
2017-06-26-Wipro.md,2017,06,26,Wipro.md,Takedown,2
2017-06-27-Clover.md,2017,06,27,Clover.md,Takedown,1
2017-06-27-Jadoo-eMedia.md,2017,06,27,Jadoo-eMedia.md,Takedown,1
2017-06-27-Mobiscroll.md,2017,06,27,Mobiscroll.md,Takedown,4
2017-06-27-Tchudov.md,2017,06,27,Tchudov.md,Takedown,1
2017-06-28-Autodesk.md,2017,06,28,Autodesk.md,Takedown,1
2017-06-28-DK-US.md,2017,06,28,DK-US.md,Takedown,2
2017-06-28-Nokia.md,2017,06,28,Nokia.md,Takedown,1
2017-06-28-Random-House-UK.md,2017,06,28,Random-House-UK.md,Takedown,2
2017-06-28-Random-House.md,2017,06,28,Random-House.md,Takedown,1
2017-06-28-StereoArts.md,2017,06,28,StereoArts.md,Takedown,1
2017-06-28-Whatevernote.md,2017,06,28,Whatevernote.md,Takedown,1
2017-06-29-RandomHouse-4.md,2017,06,29,RandomHouse-4.md,Takedown,1
2017-06-29-RandomHouseUK.md,2017,06,29,RandomHouseUK.md,Takedown,1
2017-06-29-RandomHouseUK2.md,2017,06,29,RandomHouseUK2.md,Takedown,2
2017-06-29-RandomHouseUK3.md,2017,06,29,RandomHouseUK3.md,Takedown,3
2017-06-29-ReedElsevier.md,2017,06,29,ReedElsevier.md,Takedown,1
2017-06-30-BA-2.md,2017,06,30,BA-2.md,Takedown,1
2017-06-30-BA.md,2017,06,30,BA.md,Takedown,1
2017-06-30-Guidewire.md,2017,06,30,Guidewire.md,Takedown,2
2017-06-30-Jadoo.md,2017,06,30,Jadoo.md,Takedown,1
2017-06-BarbarianLand.md,2017,06,Ba,barianLand.md,Takedown,1
2017-07-03-DK-UK-2.md,2017,07,03,DK-UK-2.md,Takedown,1
2017-07-03-DK-UK-3.md,2017,07,03,DK-UK-3.md,Takedown,1
2017-07-03-DK-US.md,2017,07,03,DK-US.md,Takedown,1
2017-07-03-Random-House.md,2017,07,03,Random-House.md,Takedown,1
2017-07-03-SFIT.md,2017,07,03,SFIT.md,Takedown,6
2017-07-03-SpringMVC.md,2017,07,03,SpringMVC.md,Takedown,5
2017-07-03-Stereoarts.md,2017,07,03,Stereoarts.md,Takedown,1
2017-07-05-cMonkeys.md,2017,07,05,cMonkeys.md,Takedown,2
2017-07-05-DK-UK.md,2017,07,05,DK-UK.md,Takedown,1
2017-07-05-Doser.md,2017,07,05,Doser.md,Takedown,1
2017-07-05-PiratesOnlineRetribution.md,2017,07,05,PiratesOnlineRetribution.md,Takedown,1
2017-07-05-ShanghaiHaihuan.md,2017,07,05,ShanghaiHaihuan.md,Takedown,2
2017-07-05-Shotbow.md,2017,07,05,Shotbow.md,Takedown,2
2017-07-05-Stereoarts.md,2017,07,05,Stereoarts.md,Takedown,1
2017-07-05-Tweeter-Retraction.md,2017,07,05,Tweeter-Retraction.md,Retraction,1
2017-07-06-BluetoothUnity.md,2017,07,06,BluetoothUnity.md,Takedown,2
2017-07-06-Chachani.md,2017,07,06,Chachani.md,Takedown,8
2017-07-06-Doser-Counternotice.md,2017,07,06,Doser-Counternotice.md,Counter Notice,1
2017-07-06-Random-House.md,2017,07,06,Random-House.md,Takedown,1
2017-07-07-Gravity-Forms.md,2017,07,07,Gravity-Forms.md,Takedown,1
2017-07-07-IBCAP.md,2017,07,07,IBCAP.md,Takedown,1
2017-07-07-NetworkHub.md,2017,07,07,NetworkHub.md,Takedown,1
2017-07-07-Ragnarok.md,2017,07,07,Ragnarok.md,Takedown,1
2017-07-07-SteamCardBot.md,2017,07,07,SteamCardBot.md,Takedown,3
2017-07-07-Unity3D-Bluetooth.md,2017,07,07,Unity3D-Bluetooth.md,Takedown,14
2017-07-11-IBCAP.md,2017,07,11,IBCAP.md,Takedown,1
2017-07-11-limprevisto.md,2017,07,11,limprevisto.md,Takedown,1
2017-07-11-Sans-Fight.md,2017,07,11,Sans-Fight.md,Takedown,1
2017-07-11-TechSmith.md,2017,07,11,TechSmith.md,Takedown,1
2017-07-11-Twerion.md,2017,07,11,Twerion.md,Takedown,1
2017-07-12-Jetbrains.md,2017,07,12,Jetbrains.md,Takedown,19
2017-07-12-Random-House-2.md,2017,07,12,Random-House-2.md,Takedown,2
2017-07-12-Random-House.md,2017,07,12,Random-House.md,Takedown,1
2017-07-13-byond.md,2017,07,13,byond.md,Takedown,1
2017-07-13-Kommerce-Laravel.md,2017,07,13,Kommerce-Laravel.md,Takedown,1
2017-07-13-MicrosoftOSG.md,2017,07,13,MicrosoftOSG.md,Takedown,3
2017-07-13-NBK.md,2017,07,13,NBK.md,Takedown,1
2017-07-14-Jrebel.md,2017,07,14,Jrebel.md,Takedown,8
2017-07-14-Kiss-CounterNotice.md,2017,07,14,Kiss-CounterNotice.md,Counter Notice,1
2017-07-14-OUP.md,2017,07,14,OUP.md,Takedown,1
2017-07-14-ReactSnippets.md,2017,07,14,ReactSnippets.md,Takedown,1
2017-07-14-StudyKik.md,2017,07,14,StudyKik.md,Takedown,1
2017-07-14-Tiger.md,2017,07,14,Tiger.md,Takedown,1
2017-07-14-Twerion.md,2017,07,14,Twerion.md,Takedown,1
2017-07-17-Discord-Widget.md,2017,07,17,Discord-Widget.md,Takedown,1
2017-07-17-GYmatch.md,2017,07,17,GYmatch.md,Takedown,1
2017-07-17-RhythmTool.md,2017,07,17,RhythmTool.md,Takedown,3
2017-07-17-SiCKRAGE.md,2017,07,17,SiCKRAGE.md,Takedown,3
2017-07-18-apmsys.md,2017,07,18,apmsys.md,Takedown,4
2017-07-18-byond.md,2017,07,18,byond.md,Takedown,3
2017-07-18-Corgi-Engine.md,2017,07,18,Corgi-Engine.md,Takedown,9
2017-07-18-GoodBoy.md,2017,07,18,GoodBoy.md,Takedown,1
2017-07-18-Infinite-Runner.md,2017,07,18,Infinite-Runner.md,Takedown,1
2017-07-18-Moodys.md,2017,07,18,Moodys.md,Takedown,1
2017-07-18-NewUIWidgets.md,2017,07,18,NewUIWidgets.md,Takedown,2
2017-07-18-Pearson.md,2017,07,18,Pearson.md,Takedown,2
2017-07-18-PETKIT.md,2017,07,18,PETKIT.md,Takedown,1
2017-07-18-Wiley.md,2017,07,18,Wiley.md,Takedown,1
2017-07-19-Buzzer.md,2017,07,19,Buzzer.md,Takedown,1
2017-07-19-Es-Freeroam.md,2017,07,19,Es-Freeroam.md,Takedown,1
2017-07-19-Haskell-Book.md,2017,07,19,Haskell-Book.md,Takedown,0
2017-07-19-Haynes.md,2017,07,19,Haynes.md,Takedown,1
2017-07-19-kdg-db.md,2017,07,19,kdg-db.md,Takedown,1
2017-07-19-Mobiscroll.md,2017,07,19,Mobiscroll.md,Takedown,4
2017-07-19-SiCKRAGE-CounterNotice.md,2017,07,19,SiCKRAGE-CounterNotice.md,Counter Notice,1
2017-07-19-Toontown.md,2017,07,19,Toontown.md,Takedown,2
2017-07-20-Jetbrains.md,2017,07,20,Jetbrains.md,Takedown,15
2017-07-20-ng-book.md,2017,07,20,ng-book.md,Takedown,3
2017-07-20-Odoo.md,2017,07,20,Odoo.md,Takedown,1
2017-07-20-Oxford.md,2017,07,20,Oxford.md,Takedown,1
2017-07-20-Pottermore.md,2017,07,20,Pottermore.md,Takedown,1
2017-07-20-Ragnarok.md,2017,07,20,Ragnarok.md,Takedown,1
2017-07-20-Random-House-2.md,2017,07,20,Random-House-2.md,Takedown,1
2017-07-20-Random-House.md,2017,07,20,Random-House.md,Takedown,1
2017-07-21-Arbitrage.md,2017,07,21,Arbitrage.md,Takedown,1
2017-07-21-SickRage-CounterNotice-2.md,2017,07,21,SickRage-CounterNotice-2.md,Counter Notice,1
2017-07-21-SickRage-CounterNotice.md,2017,07,21,SickRage-CounterNotice.md,Counter Notice,1
2017-07-21-TechSmith-2.md,2017,07,21,TechSmith-2.md,Takedown,1
2017-07-21-TechSmith.md,2017,07,21,TechSmith.md,Takedown,1
2017-07-24-Coursera.md,2017,07,24,Coursera.md,Takedown,1
2017-07-24-ennui.md,2017,07,24,ennui.md,Takedown,1
2017-07-24-Froala.md,2017,07,24,Froala.md,Takedown,1
2017-07-24-Futurama.md,2017,07,24,Futurama.md,Takedown,1
2017-07-24-HygenicsData.md,2017,07,24,HygenicsData.md,Takedown,1
2017-07-24-MagnusChoirVT.md,2017,07,24,MagnusChoirVT.md,Takedown,1
2017-07-24-Skybox-2.md,2017,07,24,Skybox-2.md,Takedown,1
2017-07-24-Skybox-3.md,2017,07,24,Skybox-3.md,Takedown,1
2017-07-24-Skybox-4.md,2017,07,24,Skybox-4.md,Takedown,1
2017-07-24-Skybox-5.md,2017,07,24,Skybox-5.md,Takedown,1
2017-07-24-Skybox-6.md,2017,07,24,Skybox-6.md,Takedown,1
2017-07-24-Skybox-7.md,2017,07,24,Skybox-7.md,Takedown,1
2017-07-24-Skybox.md,2017,07,24,Skybox.md,Takedown,1
2017-07-25-Coupons.md,2017,07,25,Coupons.md,Takedown,4
2017-07-25-FiveTier.md,2017,07,25,FiveTier.md,Takedown,1
2017-07-25-Froala-CounterNotice.md,2017,07,25,Froala-CounterNotice.md,Counter Notice,1
2017-07-25-Haynes.md,2017,07,25,Haynes.md,Takedown,1
2017-07-25-Microsoft.md,2017,07,25,Microsoft.md,Takedown,1
2017-07-25-NihonAdSystems.md,2017,07,25,NihonAdSystems.md,Takedown,1
2017-07-25-NM-Realtors.md,2017,07,25,NM-Realtors.md,Takedown,1
2017-07-25-Odoo.md,2017,07,25,Odoo.md,Takedown,8
2017-07-25-Qualcomm.md,2017,07,25,Qualcomm.md,Takedown,3
2017-07-25-Skybox.md,2017,07,25,Skybox.md,Takedown,1
2017-07-25-SVT.md,2017,07,25,SVT.md,Takedown,3
2017-07-26-essential.md,2017,07,26,essential.md,Takedown,1
2017-07-26-Il-Contratto.md,2017,07,26,Il-Contratto.md,Takedown,1
2017-07-26-Pearson.md,2017,07,26,Pearson.md,Takedown,1
2017-07-27-Emacs.md,2017,07,27,Emacs.md,Takedown,1
2017-07-27-ennui.md,2017,07,27,ennui.md,Takedown,3
2017-07-27-Seta.md,2017,07,27,Seta.md,Takedown,1
2017-07-27-Zepetto.md,2017,07,27,Zepetto.md,Takedown,3
2017-07-28-docsample.md,2017,07,28,docsample.md,Takedown,1
2017-07-28-Toontown.md,2017,07,28,Toontown.md,Takedown,1
2017-07-31-Cengage.md,2017,07,31,Cengage.md,Takedown,1
2017-07-31-EssentialMode-3.md,2017,07,31,EssentialMode-3.md,Takedown,1
2017-07-31-EssentialMode-4.md,2017,07,31,EssentialMode-4.md,Takedown,1
2017-07-31-EssentialMode-5.md,2017,07,31,EssentialMode-5.md,Takedown,1
2017-07-31-EssentialMode-6.md,2017,07,31,EssentialMode-6.md,Takedown,1
2017-07-31-EssentialMode-7.md,2017,07,31,EssentialMode-7.md,Takedown,1
2017-07-31-EssentialMode-8.md,2017,07,31,EssentialMode-8.md,Takedown,1
2017-07-31-EssentialMode-9.md,2017,07,31,EssentialMode-9.md,Takedown,1
2017-07-31-EssentialMode-10.md,2017,07,31,EssentialMode-10.md,Takedown,1
2017-07-31-EssentialMode-11.md,2017,07,31,EssentialMode-11.md,Takedown,1
2017-07-31-EssentialMode-12.md,2017,07,31,EssentialMode-12.md,Takedown,1
2017-07-31-EssentialMode-13.md,2017,07,31,EssentialMode-13.md,Takedown,1
2017-07-31-EssentialMode.md,2017,07,31,EssentialMode.md,Takedown,1
2017-07-31-EssentialMode14.md,2017,07,31,EssentialMode14.md,Takedown,1
2017-07-31-Magic.md,2017,07,31,Magic.md,Takedown,1
