Filename,Year,Month,Date,Description,Type of Notice,Nr. of Repos Affected,Mass Removal,Frequent
2016-06-22-HotelTonight.md,2016,6,22,HotelTonight.md,Takedown,3,,
2016-06-23-Silicon-Labs.md,2016,6,23,Silicon-Labs.md,Takedown,1,,Y
2016-06-24-CyberSponse.md,2016,6,24,CyberSponse.md,Takedown,2,,
2016-06-24-Embarcadero.md,2016,6,24,Embarcadero.md,Takedown,1,,
2016-06-27-Adobe.md,2016,6,27,Adobe.md,Takedown,1,,Y
2016-06-27-Minplex.md,2016,6,27,Minplex.md,Takedown,1,,
2016-06-27-Stereoarts-3.md,2016,6,27,Stereoarts-3.md,Takedown,1,,Y
2016-06-27-Stereoarts.md,2016,6,27,Stereoarts.md,Takedown,1,,Y
2016-06-27-Steroarts-2.md,2016,6,27,Steroarts-2.md,Takedown,1,,
2016-06-28-LifeBoatGames-2.md,2016,6,28,LifeBoatGames-2.md,Takedown,1,,Y
2016-06-28-LifeBoatGames.md,2016,6,28,LifeBoatGames.md,Takedown,5,,Y
2016-06-29-LifeBoatGames.md,2016,6,29,LifeBoatGames.md,Takedown,4,,Y
2016-06-29-SiliconLabs.md,2016,6,29,SiliconLabs.md,Takedown,1,,Y
2016-06-30-LifeBoatGames.md,2016,6,30,LifeBoatGames.md,Takedown,2,,Y
2016-06-30-Mastering-OpenVPN.md,2016,6,30,Mastering-OpenVPN.md,Takedown,1,,
2016-06-30-Stereoarts.md,2016,6,30,Stereoarts.md,Takedown,1,,Y
2016-06-30-Vivante.md,2016,6,30,Vivante.md,Takedown,1,,
2016-07-01-TouringPlans.md,2016,7,1,TouringPlans.md,Takedown,1,,
2016-07-05-arastta.md,2016,7,5,arastta.md,Takedown,1,,
2016-07-05-Barclays.md,2016,7,5,Barclays.md,Takedown,1,,
2016-07-05-FlightKit.md,2016,7,5,FlightKit.md,Takedown,1,,
2016-07-05-Radiant.md,2016,7,5,Radiant.md,Takedown,3,,
2016-07-05-StereoArts.md,2016,7,5,StereoArts.md,Takedown,1,,Y
2016-07-05-what3words.md,2016,7,5,what3words.md,Takedown,1,,
2016-07-06-aheadworks-2.md,2016,7,6,aheadworks-2.md,Takedown,2,,
2016-07-06-aheadworks.md,2016,7,6,aheadworks.md,Takedown,3,,
2016-07-06-Fiserv.md,2016,7,6,Fiserv.md,Takedown,1,,
2016-07-07-ScriptFodder.md,2016,7,7,ScriptFodder.md,Takedown,2,,
2016-07-08-aZaaS.md,2016,7,8,aZaaS.md,Takedown,1,,
2016-07-08-Realeflow.md,2016,7,8,Realeflow.md,Takedown,5,,
2016-07-08-ssb.md,2016,7,8,ssb.md,Takedown,1,,
2016-07-08-tripsource.md,2016,7,8,tripsource.md,Takedown,4,,
2016-07-11-aheadwords.md,2016,7,11,aheadwords.md,Takedown,1,,
2016-07-11-aheadworks-2.md,2016,7,11,aheadworks-2.md,Takedown,4,,
2016-07-11-Jetbrains.md,2016,7,11,Jetbrains.md,Takedown,175,Y,Y
2016-07-11-LifeBoatGames.md,2016,7,11,LifeBoatGames.md,Takedown,1,,Y
2016-07-11-StardewValley.md,2016,7,11,StardewValley.md,Takedown,1,,
2016-07-12-Blizzard.md,2016,7,12,Blizzard.md,Takedown,1,,
2016-07-13-ASE.md,2016,7,13,ASE.md,Takedown,1,,
2016-07-13-Atamon.md,2016,7,13,Atamon.md,Takedown,1,,
2016-07-13-Squirrels.md,2016,7,13,Squirrels.md,Takedown,1,,Y
2016-07-14-LifeBoatGames.md,2016,7,14,LifeBoatGames.md,Takedown,3,,Y
2016-07-14-Squirrels-2.md,2016,7,14,Squirrels-2.md,Takedown,1,,Y
2016-07-14-Squirrels.md,2016,7,14,Squirrels.md,Takedown,1,,Y
2016-07-14-Stereoarts.md,2016,7,14,Stereoarts.md,Takedown,2,,Y
2016-07-15-BT-2.md,2016,7,15,BT-2.md,Takedown,1,,
2016-07-15-BT.md,2016,7,15,BT.md,Takedown,1,,
2016-07-15-filterpro.md,2016,7,15,filterpro.md,Takedown,1,,
2016-07-15-Squirrels-2.md,2016,7,15,Squirrels-2.md,Takedown,1,,Y
2016-07-15-Squirrels-3.md,2016,7,15,Squirrels-3.md,Takedown,1,,Y
2016-07-15-Squirrels-4.md,2016,7,15,Squirrels-4.md,Takedown,1,,Y
2016-07-15-Squirrels-5.md,2016,7,15,Squirrels-5.md,Takedown,1,,Y
2016-07-15-Squirrels-6.md,2016,7,15,Squirrels-6.md,Takedown,1,,Y
2016-07-15-Squirrels-7.md,2016,7,15,Squirrels-7.md,Takedown,1,,Y
2016-07-15-Squirrels-8.md,2016,7,15,Squirrels-8.md,Takedown,1,,Y
2016-07-15-Squirrels.md,2016,7,15,Squirrels.md,Takedown,1,,Y
2016-07-18-elevation.md,2016,7,18,elevation.md,Takedown,2,,
2016-07-18-PragmaticProgrammers.md,2016,7,18,PragmaticProgrammers.md,Takedown,1,,Y
2016-07-18-TuringCloud.md,2016,7,18,TuringCloud.md,Takedown,1,,
2016-07-19-handmadehero.md,2016,7,19,handmadehero.md,Takedown,1,,
2016-07-19-RedHat.md,2016,7,19,RedHat.md,Takedown,2,,
2016-07-19-Squirrels.md,2016,7,19,Squirrels.md,Takedown,1,,Y
2016-07-19-Starsquest.md,2016,7,19,Starsquest.md,Takedown,1,,
2016-07-20-Stardew.md,2016,7,20,Stardew.md,Takedown,1,,
2016-07-21-LINECorporation.md,2016,7,21,LINECorporation.md,Takedown,3,,
2016-07-21-Sinopec.md,2016,7,21,Sinopec.md,Takedown,87,,
2016-07-21-Starsquest.md,2016,7,21,Starsquest.md,Takedown,6,,
2016-07-22-Blog.md,2016,7,22,Blog.md,Takedown,1,,
2016-07-22-Radiant.md,2016,7,22,Radiant.md,Takedown,2,,
2016-07-22-rtmpdump.md,2016,7,22,rtmpdump.md,Takedown,1,,
2016-07-25-benchbook.md,2016,7,25,benchbook.md,Takedown,1,,
2016-07-25-TestDome.md,2016,7,25,TestDome.md,Takedown,2,,Y
2016-07-26-Amaretti-2.md,2016,7,26,Amaretti-2.md,Takedown,1,,
2016-07-26-Amaretti-3.md,2016,7,26,Amaretti-3.md,Takedown,1,,
2016-07-26-Amaretti-4.md,2016,7,26,Amaretti-4.md,Takedown,1,,
2016-07-26-Amaretti-5.md,2016,7,26,Amaretti-5.md,Takedown,1,,
2016-07-26-Amaretti-6.md,2016,7,26,Amaretti-6.md,Takedown,1,,
2016-07-26-Amaretti-7.md,2016,7,26,Amaretti-7.md,Takedown,1,,
2016-07-26-Amaretti.md,2016,7,26,Amaretti.md,Takedown,1,,
2016-07-26-CleanZone-2.md,2016,7,26,CleanZone-2.md,Takedown,1,,
2016-07-26-CleanZone-3.md,2016,7,26,CleanZone-3.md,Takedown,1,,
2016-07-26-CleanZone-4.md,2016,7,26,CleanZone-4.md,Takedown,1,,
2016-07-26-CleanZone.md,2016,7,26,CleanZone.md,Takedown,1,,
2016-07-26-FlatDream.md,2016,7,26,FlatDream.md,Takedown,1,,
2016-07-26-ProjectPat.md,2016,7,26,ProjectPat.md,Takedown,1,,
2016-07-27-goodlife-md.md,2016,7,27,goodlife-md.md,Takedown,1,,
2016-07-27-north-wp.md,2016,7,27,north-wp.md,Takedown,1,,
2016-07-27-notio-wp.md,2016,7,27,notio-wp.md,Takedown,4,,
2016-07-27-SingPass.md,2016,7,27,SingPass.md,Takedown,1,,
2016-07-27-vegashero.md,2016,7,27,vegashero.md,Takedown,1,,
2016-07-27-x86asmref.md,2016,7,27,x86asmref.md,Takedown,1,,
2016-07-29-CityRP.md,2016,7,29,CityRP.md,Takedown,1,,
2016-07-30-AgarscentsBazaar.md,2016,7,30,AgarscentsBazaar.md,Takedown,1,,
2016-08-01-ChewyMoon.md,2016,8,1,ChewyMoon.md,Takedown,1,,
2016-08-01-Chkin.md,2016,8,1,Chkin.md,Takedown,2,,
2016-08-01-CityRP.md,2016,8,1,CityRP.md,Takedown,1,,
2016-08-01-GPSInsight.md,2016,8,1,GPSInsight.md,Takedown,1,,
2016-08-01-revert.md,2016,8,1,revert.md,Takedown,1,,
2016-08-01-Shulaba.md,2016,8,1,Shulaba.md,Takedown,1,,
2016-08-01-TheNoobBot.md,2016,8,1,TheNoobBot.md,Takedown,1,,
2016-08-02-CityRP.md,2016,8,2,CityRP.md,Takedown,1,,
2016-08-02-RelationService.md,2016,8,2,RelationService.md,Takedown,1,,
2016-08-02-Vanguard.md,2016,8,2,Vanguard.md,Takedown,1,,
2016-08-03-tournamentbot.md,2016,8,3,tournamentbot.md,Takedown,1,,
2016-08-04-BTTV4FFZ.md,2016,8,4,BTTV4FFZ.md,Takedown,1,,
2016-08-04-Vanguard.md,2016,8,4,Vanguard.md,Takedown,32,,
2016-08-05-authenmetric.md,2016,8,5,authenmetric.md,Takedown,1,,
2016-08-05-ColonialMarines.md,2016,8,5,ColonialMarines.md,Takedown,2,,
2016-08-05-TestDome.md,2016,8,5,TestDome.md,Takedown,1,,Y
2016-08-06-PokeMobBot.md,2016,8,6,PokeMobBot.md,Takedown,1,,
2016-08-08-AzerCMS.md,2016,8,8,AzerCMS.md,Takedown,2,,
2016-08-08-DarkNew.md,2016,8,8,DarkNew.md,Takedown,1,,
2016-08-08-fearlessrp.md,2016,8,8,fearlessrp.md,Takedown,2,,
2016-08-08-Viramate.md,2016,8,8,Viramate.md,Takedown,1,,
2016-08-09-AMI.md,2016,8,9,AMI.md,Takedown,1,,
2016-08-09-AzerCMS.md,2016,8,9,AzerCMS.md,Takedown,7,,
2016-08-09-ColonialMarines.md,2016,8,9,ColonialMarines.md,Takedown,14,,
2016-08-09-Comcast.md,2016,8,9,Comcast.md,Takedown,1,,
2016-08-09-Floorplan.md,2016,8,9,Floorplan.md,Takedown,1,,
2016-08-09-NWBeerGuide.md,2016,8,9,NWBeerGuide.md,Takedown,1,,
2016-08-10-Fedena.md,2016,8,10,Fedena.md,Takedown,1,,
2016-08-10-mailwizz.md,2016,8,10,mailwizz.md,Takedown,1,,
2016-08-10-SchneiderElectric.md,2016,8,10,SchneiderElectric.md,Takedown,1,,
2016-08-11-DarkNew.md,2016,8,11,DarkNew.md,Takedown,1,,
2016-08-15-AnimalJam.md,2016,8,15,AnimalJam.md,Takedown,1,,
2016-08-15-CityPrison.md,2016,8,15,CityPrison.md,Takedown,1,,
2016-08-15-sputnikipogrom.md,2016,8,15,sputnikipogrom.md,Takedown,1,,
2016-08-15-Trivago.md,2016,8,15,Trivago.md,Takedown,5,,
2016-08-16-Xilinx.md,2016,8,16,Xilinx.md,Takedown,5,,Y
2016-08-17-nopixel.md,2016,8,17,nopixel.md,Takedown,1,,
2016-08-17-RiotGames.md,2016,8,17,RiotGames.md,Takedown,2,,
2016-08-17-sputnikipogrom.md,2016,8,17,sputnikipogrom.md,Takedown,1,,
2016-08-18-Jetbrains.md,2016,8,18,Jetbrains.md,Takedown,823,Y,Y
2016-08-18-PokeMobBot-counternotice.md,2016,8,18,PokeMobBot-counternotice.md,Counter Notice,1,,
2016-08-18-TextMeshPro.md,2016,8,18,TextMeshPro.md,Takedown,1,,
2016-08-18-Wireframe Shader.md,2016,8,18,Wireframe Shader.md,Takedown,1,,
2016-08-18-Xilinx.md,2016,8,18,Xilinx.md,Takedown,1,,Y
2016-08-22-Monster.md,2016,8,22,Monster.md,Takedown,1,,
2016-08-22-ServerSideXMLParser.md,2016,8,22,ServerSideXMLParser.md,Takedown,1,,
2016-08-22-Viber.md,2016,8,22,Viber.md,Takedown,1,,Y
2016-08-23-Airtory.md,2016,8,23,Airtory.md,Takedown,1,,
2016-08-23-ExploringLanguage.md,2016,8,23,ExploringLanguage.md,Takedown,1,,
2016-08-23-Wireframe Shader.md,2016,8,23,Wireframe Shader.md,Takedown,1,,
2016-08-23-Yahoo.md,2016,8,23,Yahoo.md,Takedown,5,,Y
2016-08-24-HuaTian.md,2016,8,24,HuaTian.md,Takedown,1,,
2016-08-24-Spontaneous-Card.md,2016,8,24,Spontaneous-Card.md,Takedown,1,,
2016-08-25-essay-seeds.md,2016,8,25,essay-seeds.md,Takedown,1,,
2016-08-26-EA.md,2016,8,26,EA.md,Takedown,1,,
2016-08-30-Hantro.md,2016,8,30,Hantro.md,Takedown,1,,
2016-08-30-JungkaTypeface.md,2016,8,30,JungkaTypeface.md,Takedown,1,,
2016-08-30-Oodle.md,2016,8,30,Oodle.md,Takedown,1,,
2016-08-31-Arkensor.md,2016,8,31,Arkensor.md,Takedown,1,,
2016-08-31-ArmaNetwork.md,2016,8,31,ArmaNetwork.md,Takedown,2,,
2016-08-31-Facet.md,2016,8,31,Facet.md,Takedown,1,,
2016-08-31-SiliconLabs.md,2016,8,31,SiliconLabs.md,Takedown,1,,Y
2016-08-31-Tidal.md,2016,8,31,Tidal.md,Takedown,1,,
2016-08-KingoftheHill.md,2016,8,Ki,goftheHill.md,Takedown,1,,
2016-09-01-Arkensor.md,2016,9,1,Arkensor.md,Takedown,1,,
2016-09-01-BNPParibas.md,2016,9,1,BNPParibas.md,Takedown,1,,
2016-09-01-OffensiveSecurity.md,2016,9,1,OffensiveSecurity.md,Takedown,1,,Y
2016-09-01-Seta.md,2016,9,1,Seta.md,Takedown,1,,
2016-09-01-Whoosh.md,2016,9,1,Whoosh.md,Takedown,1,,
2016-09-05-arcade.md,2016,9,5,arcade.md,Takedown,1,,
2016-09-05-Oodle-retraction.md,2016,9,5,Oodle-retraction.md,Retraction,1,,
2016-09-05-viber.md,2016,9,5,viber.md,Takedown,1,,Y
2016-09-06-Adobe.md,2016,9,6,Adobe.md,Takedown,1,,Y
2016-09-06-EA.md,2016,9,6,EA.md,Takedown,1,,
2016-09-06-plyGame.md,2016,9,6,plyGame.md,Takedown,1,,
2016-09-07-Exxon.md,2016,9,7,Exxon.md,Takedown,1,,
2016-09-07-Facet-2.md,2016,9,7,Facet-2.md,Takedown,1,,
2016-09-07-Facet-3.md,2016,9,7,Facet-3.md,Takedown,1,,
2016-09-07-Facet-4.md,2016,9,7,Facet-4.md,Takedown,1,,
2016-09-07-Facet-5.md,2016,9,7,Facet-5.md,Takedown,1,,
2016-09-07-Facet-6.md,2016,9,7,Facet-6.md,Takedown,1,,
2016-09-07-Facet-7.md,2016,9,7,Facet-7.md,Takedown,1,,
2016-09-07-Facet-counternotice.md,2016,9,7,Facet-counternotice.md,Counter Notice,1,,
2016-09-07-Facet.md,2016,9,7,Facet.md,Takedown,1,,
2016-09-07-mercure-news.md,2016,9,7,mercure-news.md,Takedown,1,,
2016-09-07-pantryzen.md,2016,9,7,pantryzen.md,Takedown,1,,
2016-09-07-Poems.md,2016,9,7,Poems.md,Takedown,1,,
2016-09-08-Facet-counternotice.md,2016,9,8,Facet-counternotice.md,Counter Notice,1,,
2016-09-08-facetjs.md,2016,9,8,facetjs.md,Takedown,1,,
2016-09-08-Gaia-2.md,2016,9,8,Gaia-2.md,Takedown,1,,
2016-09-08-Gaia.md,2016,9,8,Gaia.md,Takedown,1,,
2016-09-08-Viber.md,2016,9,8,Viber.md,Takedown,1,,Y
2016-09-09-facetjs-counternotice.md,2016,9,9,facetjs-counternotice.md,Counter Notice,1,,
2016-09-09-pantryzen.md,2016,9,9,pantryzen.md,Takedown,1,,
2016-09-09-Qualcomm.md,2016,9,9,Qualcomm.md,Takedown,2,,Y
2016-09-09-Yahoo.md,2016,9,9,Yahoo.md,Takedown,1,,Y
2016-09-12-DeutscheBibelgesellschaft.md,2016,9,12,DeutscheBibelgesellschaft.md,Takedown,7,,
2016-09-12-SteroArts.md,2016,9,12,SteroArts.md,Takedown,1,,
2016-09-12-UnrealEngine.md,2016,9,12,UnrealEngine.md,Takedown,2,,
2016-09-12-Wizards.md,2016,9,12,Wizards.md,Takedown,1,,
2016-09-13-BuildWebApplicationwithGolang.md,2016,9,13,BuildWebApplicationwithGolang.md,Takedown,1,,
2016-09-13-Codility.md,2016,9,13,Codility.md,Takedown,1,,Y
2016-09-13-EAC.md,2016,9,13,EAC.md,Takedown,1,,
2016-09-13-FrontendMasters.md,2016,9,13,FrontendMasters.md,Takedown,1,,
2016-09-13-InternationalBaccalaureate.md,2016,9,13,InternationalBaccalaureate.md,Takedown,20,,
2016-09-13-RiotGames.md,2016,9,13,RiotGames.md,Takedown,10,,
2016-09-13-Suning.md,2016,9,13,Suning.md,Takedown,17,,
2016-09-13-UnrealEngine.md,2016,9,13,UnrealEngine.md,Takedown,2,,
2016-09-14-FreeRealms.md,2016,9,14,FreeRealms.md,Takedown,1,,
2016-09-14-Jetbrains.md,2016,9,14,Jetbrains.md,Takedown,48,,Y
2016-09-14-Pearson.md,2016,9,14,Pearson.md,Takedown,6,,Y
2016-09-14-Seta.md,2016,9,14,Seta.md,Takedown,1,,
2016-09-14-SiliconLabs.md,2016,9,14,SiliconLabs.md,Takedown,1,,Y
2016-09-14-Viber.md,2016,9,14,Viber.md,Takedown,5,,Y
2016-09-15-Beego.md,2016,9,15,Beego.md,Takedown,1,,
2016-09-16-EAC.md,2016,9,16,EAC.md,Takedown,1,,
2016-09-19-Bilibili.md,2016,9,19,Bilibili.md,Takedown,14,,
2016-09-19-Cryozonic.md,2016,9,19,Cryozonic.md,Takedown,1,,
2016-09-19-Pearson-2.md,2016,9,19,Pearson-2.md,Takedown,2,,Y
2016-09-19-Pearson.md,2016,9,19,Pearson.md,Takedown,1,,Y
2016-09-19-Pluralsight.md,2016,9,19,Pluralsight.md,Takedown,1,,Y
2016-09-19-Ximalaya.md,2016,9,19,Ximalaya.md,Takedown,1,,
2016-09-20-Blogpress.md,2016,9,20,Blogpress.md,Takedown,1,,
2016-09-20-CasadoCoÌÅdigol.md,2016,9,20,CasadoCoÌÅdigol.md,Takedown,1,,
2016-09-20-EA.md,2016,9,20,EA.md,Takedown,1,,
2016-09-20-Pearson.md,2016,9,20,Pearson.md,Takedown,2,,Y
2016-09-20-PLEN.md,2016,9,20,PLEN.md,Takedown,5,,
2016-09-21-CasadoCoÌÅdigol.md,2016,9,21,CasadoCoÌÅdigol.md,Takedown,9,,
2016-09-22-eventro.md,2016,9,22,eventro.md,Takedown,3,,
2016-09-22-mobiscroll.md,2016,9,22,mobiscroll.md,Takedown,10,,Y
2016-09-23-Barclays-2.md,2016,9,23,Barclays-2.md,Takedown,1,,
2016-09-23-Barclays.md,2016,9,23,Barclays.md,Takedown,1,,
2016-09-23-PLEN-counternotice.md,2016,9,23,PLEN-counternotice.md,Counter Notice,5,,
2016-09-26-Attributor.md,2016,9,26,Attributor.md,Takedown,1,,
2016-09-26-Pearson.md,2016,9,26,Pearson.md,Takedown,3,,Y
2016-09-27-BeeGFS.md,2016,9,27,BeeGFS.md,Takedown,1,,
2016-09-27-NCS.md,2016,9,27,NCS.md,Takedown,1,,
2016-09-27-Pearson.md,2016,9,27,Pearson.md,Takedown,3,,Y
2016-09-27-Twerion.md,2016,9,27,Twerion.md,Takedown,16,,
2016-09-28-nba2k17codes.md,2016,9,28,nba2k17codes.md,Takedown,1,,
2016-09-28-Pearson.md,2016,9,28,Pearson.md,Takedown,1,,Y
2016-09-28-SympleWorkz.md,2016,9,28,SympleWorkz.md,Takedown,1,,
2016-09-29-Pearson.md,2016,9,29,Pearson.md,Takedown,1,,Y
2016-09-29-Rewinsidetv.md,2016,9,29,Rewinsidetv.md,Takedown,1,,
2016-09-30-NewRelic.md,2016,9,30,NewRelic.md,Takedown,1,,
2016-09-30-Rewinsidetv.md,2016,9,30,Rewinsidetv.md,Takedown,1,,
2016-10-03-HackerGuide-2.md,2016,10,3,HackerGuide-2.md,Takedown,1,,
2016-10-03-HackerGuide.md,2016,10,3,HackerGuide.md,Takedown,1,,
2016-10-04-McGrawHill.md,2016,10,4,McGrawHill.md,Takedown,1,,
2016-10-04-Qualcomm.md,2016,10,4,Qualcomm.md,Takedown,1,,Y
2016-10-04-SpringerNature-2.md,2016,10,4,SpringerNature-2.md,Takedown,38,,
2016-10-04-SpringerNature.md,2016,10,4,SpringerNature.md,Takedown,1,,
2016-10-04-Testdome.md,2016,10,4,Testdome.md,Takedown,32,,Y
2016-10-06-PeakGames.md,2016,10,6,PeakGames.md,Takedown,10,,
2016-10-07-ErosPrivate.md,2016,10,7,ErosPrivate.md,Takedown,1,,
2016-10-09-DroneDeploy.md,2016,10,9,DroneDeploy.md,Takedown,1,,
2016-10-10-Andromo.md,2016,10,10,Andromo.md,Takedown,1,,
2016-10-10-DevExpress.md,2016,10,10,DevExpress.md,Takedown,1,,
2016-10-10-HackerGuide.md,2016,10,10,HackerGuide.md,Takedown,1,,
2016-10-10-Pearson-2.md,2016,10,10,Pearson-2.md,Takedown,1,,Y
2016-10-10-Pearson-3.md,2016,10,10,Pearson-3.md,Takedown,2,,Y
2016-10-10-Pearson.md,2016,10,10,Pearson.md,Takedown,1,,Y
2016-10-10-Pegasus.md,2016,10,10,Pegasus.md,Takedown,1,,
2016-10-11-DKUS.md,2016,10,11,DKUS.md,Takedown,1,,
2016-10-11-Ensage.md,2016,10,11,Ensage.md,Takedown,3,,
2016-10-11-RadStudio.md,2016,10,11,RadStudio.md,Takedown,1,,
2016-10-11-Yahoo.md,2016,10,11,Yahoo.md,Takedown,1,,Y
2016-10-12-allenai.md,2016,10,12,allenai.md,Takedown,3,,
2016-10-12-MIT.md,2016,10,12,MIT.md,Takedown,1,,
2016-10-12-ShanghaiJuChengZhiXin.md,2016,10,12,ShanghaiJuChengZhiXin.md,Takedown,1,,
2016-10-13-MonoDebugger.md,2016,10,13,MonoDebugger.md,Takedown,1,,
2016-10-13-Neklo.md,2016,10,13,Neklo.md,Takedown,1,,
2016-10-14-RemoteDebug.md,2016,10,14,RemoteDebug.md,Takedown,1,,
2016-10-16-Mobiscroll.md,2016,10,16,Mobiscroll.md,Takedown,2,,Y
2016-10-17-CosmicCore.md,2016,10,17,CosmicCore.md,Takedown,1,,
2016-10-17-IBM.md,2016,10,17,IBM.md,Takedown,1,,
2016-10-17-KataAI.md,2016,10,17,KataAI.md,Takedown,1,,
2016-10-17-mpad.md,2016,10,17,mpad.md,Takedown,1,,
2016-10-17-Pearson-2.md,2016,10,17,Pearson-2.md,Takedown,1,,Y
2016-10-17-PlugDJ.md,2016,10,17,PlugDJ.md,Takedown,1,,
2016-10-17-quantil-rmp.md,2016,10,17,quantil-rmp.md,Takedown,1,,
2016-10-17-ShanghaiJuChengZhiXin.md,2016,10,17,ShanghaiJuChengZhiXin.md,Takedown,1,,
2016-10-17-Stereoarts.md,2016,10,17,Stereoarts.md,Takedown,1,,Y
2016-10-18-Amazon.md,2016,10,18,Amazon.md,Takedown,1,,
2016-10-18-Stereoarts-2.md,2016,10,18,Stereoarts-2.md,Takedown,1,,Y
2016-10-18-Stereoarts.md,2016,10,18,Stereoarts.md,Takedown,1,,Y
2016-10-19-Reveal.md,2016,10,19,Reveal.md,Takedown,1,,
2016-10-20-MurphyGrantland.md,2016,10,20,MurphyGrantland.md,Takedown,1,,
2016-10-20-Pexip.md,2016,10,20,Pexip.md,Takedown,1,,
2016-10-21-guidaevai.md,2016,10,21,guidaevai.md,Takedown,1,,
2016-10-21-Mobiscroll.md,2016,10,21,Mobiscroll.md,Takedown,5,,Y
2016-10-21-Reveal.md,2016,10,21,Reveal.md,Takedown,11,,
2016-10-24-DistributedSystems.md,2016,10,24,DistributedSystems.md,Takedown,1,,
2016-10-24-Framework.md,2016,10,24,Framework.md,Takedown,1,,
2016-10-24-Mobiscroll-2.md,2016,10,24,Mobiscroll-2.md,Takedown,4,,Y
2016-10-24-Mobiscroll-3.md,2016,10,24,Mobiscroll-3.md,Takedown,4,,Y
2016-10-24-Mobiscroll.md,2016,10,24,Mobiscroll.md,Takedown,4,,Y
2016-10-24-Pearson-2.md,2016,10,24,Pearson-2.md,Takedown,5,,Y
2016-10-24-Pearson.md,2016,10,24,Pearson.md,Takedown,1,,Y
2016-10-24-Reveal.md,2016,10,24,Reveal.md,Takedown,9,,
2016-10-24-Stereoarts.md,2016,10,24,Stereoarts.md,Takedown,1,,Y
2016-10-25-MoreMountains.md,2016,10,25,MoreMountains.md,Takedown,2,,
2016-10-25-Odoo.md,2016,10,25,Odoo.md,Takedown,1,,
2016-10-25-PragmaticProgrammers.md,2016,10,25,PragmaticProgrammers.md,Takedown,1,,Y
2016-10-26-HotelTyrolSoll.md,2016,10,26,HotelTyrolSoll.md,Takedown,1,,
2016-10-26-MoreMountains.md,2016,10,26,MoreMountains.md,Takedown,10,,
2016-10-26-OffensiveSecurity.md,2016,10,26,OffensiveSecurity.md,Takedown,2,,Y
2016-10-26-Stereoarts.md,2016,10,26,Stereoarts.md,Takedown,1,,Y
2016-10-27-HarperCollins.md,2016,10,27,HarperCollins.md,Takedown,1,,
2016-10-27-Odoo.md,2016,10,27,Odoo.md,Takedown,2,,
2016-10-27-Xilinx.md,2016,10,27,Xilinx.md,Takedown,1,,Y
2016-10-27-Yahoo.md,2016,10,27,Yahoo.md,Takedown,1,,Y
2016-10-28-collectorvision.md,2016,10,28,collectorvision.md,Takedown,1,,
2016-10-28-Penguin.md,2016,10,28,Penguin.md,Takedown,1,,
2016-10-28-rocksmith.md,2016,10,28,rocksmith.md,Takedown,2,,
2016-10-31-HackersGuide.md,2016,10,31,HackersGuide.md,Takedown,1,,
2016-10-31-Mobiscroll.md,2016,10,31,Mobiscroll.md,Takedown,61,,Y
2016-10-31-OffensiveSecurity.md,2016,10,31,OffensiveSecurity.md,Takedown,1,,Y
2016-10-7-RainbowFreedom.md,2016,10,7-,ainbowFreedom.md,Takedown,1,,
2016-11-01-Mobiscroll.md,2016,11,1,Mobiscroll.md,Takedown,3,,Y
2016-11-02-BluePelicanJava.md,2016,11,2,BluePelicanJava.md,Takedown,1,,
2016-11-02-Deezer.md,2016,11,2,Deezer.md,Takedown,1,,
2016-11-02-Mobiscroll.md,2016,11,2,Mobiscroll.md,Takedown,3,,Y
2016-11-07-dmp.md,2016,11,7,dmp.md,Takedown,1,,
2016-11-07-IBM-counternotice.md,2016,11,7,IBM-counternotice.md,Counter Notice,1,,
2016-11-07-Linguaggi.md,2016,11,7,Linguaggi.md,Takedown,1,,
2016-11-07-Mobiscroll.md,2016,11,7,Mobiscroll.md,Takedown,11,,Y
2016-11-08-cleanzone.md,2016,11,8,cleanzone.md,Takedown,1,,
2016-11-08-MarkMonitor.md,2016,11,8,MarkMonitor.md,Takedown,1,,
2016-11-08-Peanuts.md,2016,11,8,Peanuts.md,Takedown,1,,
2016-11-08-Qualcomm.md,2016,11,8,Qualcomm.md,Takedown,1,,Y
2016-11-08-Steroarts.md,2016,11,8,Steroarts.md,Takedown,1,,
2016-11-09-Schneider-Donor-Lookup.md,2016,11,9,Schneider-Donor-Lookup.md,Takedown,1,,
2016-11-1-excel4apps.md,2016,11,1-,xcel4apps.md,Takedown,1,,
2016-11-10-Apple.md,2016,11,10,Apple.md,Takedown,1,,
2016-11-10-cleanzone-2.md,2016,11,10,cleanzone-2.md,Takedown,1,,
2016-11-10-cleanzone.md,2016,11,10,cleanzone.md,Takedown,1,,
2016-11-10-Ubisoft.md,2016,11,10,Ubisoft.md,Takedown,1,,
2016-11-11-Gymatch.md,2016,11,11,Gymatch.md,Takedown,2,,
2016-11-14-h5Share.md,2016,11,14,h5Share.md,Takedown,1,,
2016-11-14-Jetbrains.md,2016,11,14,Jetbrains.md,Takedown,18,,Y
2016-11-14-mercure-news.md,2016,11,14,mercure-news.md,Takedown,1,,
2016-11-14-Mobiscroll.md,2016,11,14,Mobiscroll.md,Takedown,1,,Y
2016-11-14-motiondata.md,2016,11,14,motiondata.md,Takedown,1,,
2016-11-14-RadStudio.md,2016,11,14,RadStudio.md,Takedown,2,,
2016-11-15-Clockwork.md,2016,11,15,Clockwork.md,Takedown,1,,
2016-11-15-Peanuts.md,2016,11,15,Peanuts.md,Takedown,1,,
